Province_State;Country_Region;Confirmed;Deaths;Recovered;Active
Iowa;US;1790;36;0;1754
Iowa;US;4042;53;0;3989
Iowa;US;1910;32;0;1878
Iowa;US;11830;176;0;11654
Iowa;US;1114;35;0;1079
Iowa;US;1695;26;0;1669
Iowa;US;1434;38;0;1396
Iowa;US;1056;19;0;1037
Iowa;US;531;8;0;523
Iowa;US;702;8;0;694
Iowa;US;1241;28;0;1213
Iowa;US;1056;27;0;1029
Iowa;US;1647;36;0;1611
Iowa;US;1345;25;0;1320
Iowa;US;1606;33;0;1573
Iowa;US;1612;65;0;1547
Iowa;US;2717;33;0;2684
Iowa;US;903;20;0;883
Iowa;US;1085;20;0;1065
Iowa;US;781;30;0;751
Iowa;US;1311;23;0;1288
Iowa;US;1993;35;0;1958
Iowa;US;3405;63;0;3342
Iowa;US;1235;29;0;1206
Iowa;US;12470;62;0;12408
Iowa;US;2784;53;0;2731
Iowa;US;868;28;0;840
Iowa;US;1854;49;0;1805
Iowa;US;3365;42;0;3323
Iowa;US;18522;293;0;18229
Iowa;US;1180;33;0;1147
Iowa;US;677;12;0;665
Iowa;US;1396;35;0;1361
Iowa;US;1296;12;0;1284
Iowa;US;2026;40;0;1986
Iowa;US;3174;59;0;3115
Iowa;US;4385;68;0;4317
Iowa;US;1401;17;0;1384
Iowa;US;1179;39;0;1140
Iowa;US;723;21;0;702
Iowa;US;836;26;0;810
Iowa;US;921;30;0;891
Iowa;US;4012;83;0;3929
Iowa;US;1724;58;0;1666
Iowa;US;654;12;0;642
Iowa;US;1515;17;0;1498
Iowa;US;935;16;0;919
Iowa;US;3565;72;0;3493
Iowa;US;791;17;0;774
Iowa;US;47978;500;0;47478
Iowa;US;9332;126;0;9206
Iowa;US;1389;27;0;1362
Iowa;US;466;12;0;454
Iowa;US;1142;17;0;1125
Iowa;US;16229;180;0;16049
Iowa;US;1100;29;0;1071
Iowa;US;4630;62;0;4568
Iowa;US;9011;40;0;8971
Iowa;US;1939;61;0;1878
Iowa;US;612;11;0;601
Iowa;US;1065;0;0;1065
Iowa;US;1144;27;0;1117
Iowa;US;513;16;0;497
Iowa;US;3590;100;0;3490
Iowa;US;4754;59;0;4695
Iowa;US;2274;39;0;2235
Iowa;US;426;21;0;405
Iowa;US;4770;81;0;4689
Iowa;US;1246;30;0;1216
Iowa;US;1653;24;0;1629
Iowa;US;13258;197;0;13061
Iowa;US;628;4;0;624
Iowa;US;1689;28;0;1661
Kansas;US;967;13;0;954
Kansas;US;758;9;0;749
Kansas;US;1432;12;0;1420
Kansas;US;359;7;0;352
Kansas;US;2496;40;0;2456
Kansas;US;1211;20;0;1191
Kansas;US;1176;34;0;1142
Kansas;US;6765;61;0;6704
Kansas;US;232;3;0;229
Kansas;US;234;4;0;230
Kansas;US;2191;36;0;2155
Kansas;US;337;11;0;326
Kansas;US;230;6;0;224
Kansas;US;745;23;0;722
Kansas;US;952;24;0;928
Kansas;US;621;14;0;607
Kansas;US;152;5;0;147
Kansas;US;3467;64;0;3403
Kansas;US;4199;58;0;4141
Kansas;US;252;9;0;243
Kansas;US;1606;26;0;1580
Kansas;US;894;12;0;882
Kansas;US;8005;64;0;7941
Kansas;US;237;12;0;225
Kansas;US;159;2;0;157
Kansas;US;3463;61;0;3402
Kansas;US;1162;18;0;1144
Kansas;US;5881;67;0;5814
Kansas;US;5459;52;0;5407
Kansas;US;2264;29;0;2235
Kansas;US;2718;19;0;2699
Kansas;US;370;19;0;351
Kansas;US;244;5;0;239
Kansas;US;906;14;0;892
Kansas;US;543;12;0;531
Kansas;US;101;1;0;100
Kansas;US;523;10;0;513
Kansas;US;199;0;0;199
Kansas;US;565;19;0;546
Kansas;US;3224;40;0;3184
Kansas;US;401;6;0;395
Kansas;US;178;5;0;173
Kansas;US;1259;11;0;1248
Kansas;US;1521;27;0;1494
Kansas;US;184;3;0;181
Kansas;US;49641;655;0;48986
Kansas;US;548;11;0;537
Kansas;US;671;12;0;659
Kansas;US;227;4;0;223
Kansas;US;2428;10;0;2418
Kansas;US;120;7;0;113
Kansas;US;6186;59;0;6127
Kansas;US;248;4;0;244
Kansas;US;710;4;0;706
Kansas;US;287;6;0;281
Kansas;US;3862;72;0;3790
Kansas;US;951;10;0;941
Kansas;US;926;20;0;906
Kansas;US;2929;63;0;2866
Kansas;US;478;7;0;471
Kansas;US;2482;28;0;2454
Kansas;US;542;11;0;531
Kansas;US;2995;46;0;2949
Kansas;US;508;17;0;491
Kansas;US;231;8;0;223
Kansas;US;1416;50;0;1366
Kansas;US;1590;16;0;1574
Kansas;US;340;15;0;325
Kansas;US;1184;26;0;1158
Kansas;US;1067;16;0;1051
Kansas;US;271;3;0;268
Kansas;US;527;10;0;517
Kansas;US;0;0;0;0
Kansas;US;1106;11;0;1095
Kansas;US;654;17;0;637
Kansas;US;1502;13;0;1489
Kansas;US;781;23;0;758
Kansas;US;285;6;0;279
Kansas;US;8019;114;0;7905
Kansas;US;647;10;0;637
Kansas;US;996;5;0;991
Kansas;US;5934;30;0;5904
Kansas;US;602;11;0;591
Kansas;US;418;10;0;408
Kansas;US;798;22;0;776
Kansas;US;5542;96;0;5446
Kansas;US;557;14;0;543
Kansas;US;49884;533;0;49351
Kansas;US;3704;27;0;3677
Kansas;US;15147;274;0;14873
Kansas;US;422;9;0;413
Kansas;US;582;11;0;571
Kansas;US;252;2;0;250
Kansas;US;321;9;0;312
Kansas;US;174;6;0;168
Kansas;US;530;7;0;523
Kansas;US;1891;35;0;1856
Kansas;US;1014;17;0;997
Kansas;US;376;6;0;370
Kansas;US;0;0;0;0
Kansas;US;606;12;0;594
Kansas;US;166;4;0;162
Kansas;US;489;8;0;481
Kansas;US;210;5;0;205
Kansas;US;842;10;0;832
Kansas;US;184;3;0;181
Kansas;US;18114;230;0;17884
Kentucky;US;1444;47;0;1397
Kentucky;US;1547;21;0;1526
Kentucky;US;1447;12;0;1435
Kentucky;US;308;3;0;305
Kentucky;US;3497;39;0;3458
Kentucky;US;701;14;0;687
Kentucky;US;2433;32;0;2401
Kentucky;US;10766;52;0;10714
Kentucky;US;1406;4;0;1402
Kentucky;US;4257;35;0;4222
Kentucky;US;2962;25;0;2937
Kentucky;US;446;3;0;443
Kentucky;US;830;3;0;827
Kentucky;US;995;5;0;990
Kentucky;US;5528;33;0;5495
Kentucky;US;1157;18;0;1139
Kentucky;US;1155;21;0;1134
Kentucky;US;3220;33;0;3187
Kentucky;US;6734;40;0;6694
Kentucky;US;404;1;0;403
Kentucky;US;806;10;0;796
Kentucky;US;1833;20;0;1813
Kentucky;US;1076;29;0;1047
Kentucky;US;5741;71;0;5670
Kentucky;US;2152;16;0;2136
Kentucky;US;2197;22;0;2175
Kentucky;US;1234;22;0;1212
Kentucky;US;506;14;0;492
Kentucky;US;600;7;0;593
Kentucky;US;8571;141;0;8430
Kentucky;US;716;15;0;701
Kentucky;US;902;1;0;901
Kentucky;US;891;0;0;891
Kentucky;US;29758;181;0;29577
Kentucky;US;996;12;0;984
Kentucky;US;2719;20;0;2699
Kentucky;US;3191;24;0;3167
Kentucky;US;438;4;0;434
Kentucky;US;572;16;0;556
Kentucky;US;1274;4;0;1270
Kentucky;US;1668;12;0;1656
Kentucky;US;3680;63;0;3617
Kentucky;US;1734;42;0;1692
Kentucky;US;968;13;0;955
Kentucky;US;3088;23;0;3065
Kentucky;US;733;13;0;720
Kentucky;US;7977;68;0;7909
Kentucky;US;2223;53;0;2170
Kentucky;US;1355;5;0;1350
Kentucky;US;1644;22;0;1622
Kentucky;US;3997;54;0;3943
Kentucky;US;1079;6;0;1073
Kentucky;US;279;7;0;272
Kentucky;US;3559;111;0;3448
Kentucky;US;1107;27;0;1080
Kentucky;US;66170;690;0;65480
Kentucky;US;3655;48;0;3607
Kentucky;US;1559;17;0;1542
Kentucky;US;12843;93;0;12750
Kentucky;US;892;14;0;878
Kentucky;US;2584;11;0;2573
Kentucky;US;1062;7;0;1055
Kentucky;US;5140;18;0;5122
Kentucky;US;1080;10;0;1070
Kentucky;US;1127;18;0;1109
Kentucky;US;695;2;0;693
Kentucky;US;1494;6;0;1488
Kentucky;US;1015;30;0;985
Kentucky;US;1908;30;0;1878
Kentucky;US;646;16;0;630
Kentucky;US;2207;46;0;2161
Kentucky;US;422;12;0;410
Kentucky;US;7585;56;0;7529
Kentucky;US;807;1;0;806
Kentucky;US;1917;20;0;1897
Kentucky;US;2244;35;0;2209
Kentucky;US;857;11;0;846
Kentucky;US;1244;26;0;1218
Kentucky;US;5221;56;0;5165
Kentucky;US;1472;15;0;1457
Kentucky;US;775;24;0;751
Kentucky;US;1673;7;0;1666
Kentucky;US;333;10;0;323
Kentucky;US;2158;14;0;2144
Kentucky;US;813;13;0;800
Kentucky;US;1160;35;0;1125
Kentucky;US;1967;21;0;1946
Kentucky;US;1910;0;0;1910
Kentucky;US;2554;42;0;2512
Kentucky;US;4103;25;0;4078
Kentucky;US;420;5;0;415
Kentucky;US;2080;40;0;2040
Kentucky;US;6430;66;0;6364
Kentucky;US;563;7;0;556
Kentucky;US;364;10;0;354
Kentucky;US;826;1;0;825
Kentucky;US;2003;25;0;1978
Kentucky;US;4549;46;0;4503
Kentucky;US;884;0;0;884
Kentucky;US;5129;66;0;5063
Kentucky;US;179;10;0;169
Kentucky;US;1209;12;0;1197
Kentucky;US;1737;8;0;1729
Kentucky;US;1389;34;0;1355
Kentucky;US;3482;24;0;3458
Kentucky;US;3893;33;0;3860
Kentucky;US;1516;21;0;1495
Kentucky;US;1314;5;0;1309
Kentucky;US;2300;27;0;2273
Kentucky;US;945;20;0;925
Kentucky;US;958;7;0;951
Kentucky;US;526;3;0;523
Kentucky;US;0;0;0;0
Kentucky;US;1196;11;0;1185
Kentucky;US;13311;106;0;13205
Kentucky;US;1167;23;0;1144
Kentucky;US;1828;28;0;1800
Kentucky;US;1050;17;0;1033
Kentucky;US;3694;14;0;3680
Kentucky;US;384;4;0;380
Kentucky;US;1762;4;0;1758
Louisiana;US;5809;177;0;5632
Louisiana;US;2823;79;0;2744
Louisiana;US;10307;136;0;10171
Louisiana;US;1942;31;0;1911
Louisiana;US;3471;110;0;3361
Louisiana;US;2620;61;0;2559
Louisiana;US;1523;65;0;1458
Louisiana;US;11833;237;0;11596
Louisiana;US;22883;608;0;22275
Louisiana;US;17786;323;0;17463
Louisiana;US;1048;24;0;1024
Louisiana;US;483;5;0;478
Louisiana;US;1026;33;0;993
Louisiana;US;1342;48;0;1294
Louisiana;US;1703;53;0;1650
Louisiana;US;2441;63;0;2378
Louisiana;US;32644;673;0;31971
Louisiana;US;1083;20;0;1063
Louisiana;US;2838;102;0;2736
Louisiana;US;3077;72;0;3005
Louisiana;US;2344;100;0;2244
Louisiana;US;1914;47;0;1867
Louisiana;US;6031;138;0;5893
Louisiana;US;3232;86;0;3146
Louisiana;US;1635;44;0;1591
Louisiana;US;41155;798;0;40357
Louisiana;US;2751;78;0;2673
Louisiana;US;1354;33;0;1321
Louisiana;US;20605;235;0;20370
Louisiana;US;8303;182;0;8121
Louisiana;US;4047;84;0;3963
Louisiana;US;11269;160;0;11109
Louisiana;US;1518;28;0;1490
Louisiana;US;2596;61;0;2535
Louisiana;US;3684;74;0;3610
Louisiana;US;26458;722;0;25736
Louisiana;US;17074;374;0;16700
Louisiana;US;0;0;0;0
Louisiana;US;2127;22;0;2105
Louisiana;US;2264;64;0;2200
Louisiana;US;10710;261;0;10449
Louisiana;US;802;34;0;768
Louisiana;US;2222;44;0;2178
Louisiana;US;2581;48;0;2533
Louisiana;US;3270;45;0;3225
Louisiana;US;4782;87;0;4695
Louisiana;US;848;8;0;840
Louisiana;US;1724;47;0;1677
Louisiana;US;3287;129;0;3158
Louisiana;US;7870;226;0;7644
Louisiana;US;4617;103;0;4514
Louisiana;US;3853;113;0;3740
Louisiana;US;21620;437;0;21183
Louisiana;US;11086;236;0;10850
Louisiana;US;345;5;0;340
Louisiana;US;8629;183;0;8446
Louisiana;US;423;0;0;423
Louisiana;US;2217;72;0;2145
Louisiana;US;4579;99;0;4480
Louisiana;US;2699;88;0;2611
Louisiana;US;3812;109;0;3703
Louisiana;US;3714;84;0;3630
Louisiana;US;2303;50;0;2253
Louisiana;US;1117;37;0;1080
Louisiana;US;1087;28;0;1059
Louisiana;US;1386;36;0;1350
Maine;US;4313;55;0;4258
Maine;US;1141;39;0;1102
Maine;US;11197;156;0;11041
Maine;US;771;8;0;763
Maine;US;779;30;0;749
Maine;US;3113;43;0;3070
Maine;US;578;4;0;574
Maine;US;471;2;0;469
Maine;US;0;0;0;0
Maine;US;1908;35;0;1873
Maine;US;3420;63;0;3357
Maine;US;203;1;0;202
Maine;US;776;1;0;775
Maine;US;1089;25;0;1064
Maine;US;2;0;0;2
Maine;US;512;18;0;494
Maine;US;622;10;0;612
Maine;US;8429;100;0;8329
Maryland;US;6198;183;0;6015
Maryland;US;32906;471;0;32435
Maryland;US;47341;1149;0;46192
Maryland;US;37951;819;0;37132
Maryland;US;3410;61;0;3349
Maryland;US;1888;16;0;1872
Maryland;US;6954;194;0;6760
Maryland;US;4757;111;0;4646
Maryland;US;8022;145;0;7877
Maryland;US;2089;35;0;2054
Maryland;US;15615;244;0;15371
Maryland;US;1794;57;0;1737
Maryland;US;11368;207;0;11161
Maryland;US;14572;204;0;14368
Maryland;US;1046;36;0;1010
Maryland;US;58965;1304;0;57661
Maryland;US;67883;1231;0;66652
Maryland;US;2367;34;0;2333
Maryland;US;2247;26;0;2221
Maryland;US;4569;104;0;4465
Maryland;US;1679;21;0;1658
Maryland;US;0;43;0;-43
Maryland;US;11442;226;0;11216
Maryland;US;6334;128;0;6206
Maryland;US;3076;78;0;2998
Massachusetts;US;8703;342;0;8361
Massachusetts;US;4501;216;0;4285
Massachusetts;US;50261;1341;0;48920
Massachusetts;US;1857;2;0;1855
Massachusetts;US;77363;1969;0;75394
Massachusetts;US;1780;97;0;1683
Massachusetts;US;37186;1204;0;35982
Massachusetts;US;5654;234;0;5420
Massachusetts;US;101919;3126;0;98793
Massachusetts;US;40400;1479;0;38921
Massachusetts;US;35999;1162;0;34837
Massachusetts;US;71597;1563;0;70034
Massachusetts;US;27356;8;0;27348
Massachusetts;US;59449;1834;0;57615
Michigan;US;409;23;0;386
Michigan;US;424;3;0;421
Michigan;US;6918;106;0;6812
Michigan;US;1416;45;0;1371
Michigan;US;850;17;0;833
Michigan;US;701;23;0;678
Michigan;US;581;31;0;550
Michigan;US;3538;40;0;3498
Michigan;US;7097;263;0;6834
Michigan;US;862;30;0;832
Michigan;US;10801;224;0;10577
Michigan;US;3623;81;0;3542
Michigan;US;8913;217;0;8696
Michigan;US;3737;57;0;3680
Michigan;US;986;12;0;974
Michigan;US;854;34;0;820
Michigan;US;1704;22;0;1682
Michigan;US;1493;68;0;1425
Michigan;US;4727;66;0;4661
Michigan;US;556;5;0;551
Michigan;US;3074;82;0;2992
Michigan;US;2331;69;0;2262
Michigan;US;5845;135;0;5710
Michigan;US;1397;35;0;1362
Michigan;US;303;5;0;298
Michigan;US;24327;728;0;23599
Michigan;US;1416;42;0;1374
Michigan;US;1170;44;0;1126
Michigan;US;3913;57;0;3856
Michigan;US;2682;95;0;2587
Michigan;US;3132;68;0;3064
Michigan;US;2474;38;0;2436
Michigan;US;1989;53;0;1936
Michigan;US;15006;260;0;14746
Michigan;US;3961;63;0;3898
Michigan;US;1250;62;0;1188
Michigan;US;912;46;0;866
Michigan;US;3842;69;0;3773
Michigan;US;8973;202;0;8771
Michigan;US;14219;309;0;13910
Michigan;US;554;14;0;540
Michigan;US;49242;656;0;48586
Michigan;US;130;2;0;128
Michigan;US;345;11;0;334
Michigan;US;4568;114;0;4454
Michigan;US;821;11;0;810
Michigan;US;5698;92;0;5606
Michigan;US;9599;112;0;9487
Michigan;US;204;1;0;203
Michigan;US;421;3;0;418
Michigan;US;55852;1860;0;53992
Michigan;US;748;19;0;729
Michigan;US;3884;54;0;3830
Michigan;US;1178;26;0;1152
Michigan;US;1869;18;0;1851
Michigan;US;1847;35;0;1812
Michigan;US;23709;142;0;23567
Michigan;US;4721;56;0;4665
Michigan;US;680;16;0;664
Michigan;US;9168;181;0;8987
Michigan;US;3339;84;0;3255
Michigan;US;348;17;0;331
Michigan;US;10267;298;0;9969
Michigan;US;2633;44;0;2589
Michigan;US;70447;1898;0;68549
Michigan;US;1813;48;0;1765
Michigan;US;1080;30;0;1050
Michigan;US;371;18;0;353
Michigan;US;987;22;0;965
Michigan;US;375;18;0;357
Michigan;US;1087;25;0;1062
Michigan;US;21226;334;0;20892
Michigan;US;1848;11;0;1837
Michigan;US;621;23;0;598
Michigan;US;1087;31;0;1056
Michigan;US;14136;468;0;13668
Michigan;US;1874;73;0;1801
Michigan;US;251;5;0;246
Michigan;US;3557;72;0;3485
Michigan;US;8225;231;0;7994
Michigan;US;4408;75;0;4333
Michigan;US;3060;127;0;2933
Michigan;US;16;0;0;16
Michigan;US;4728;94;0;4634
Michigan;US;16725;225;0;16500
Michigan;US;96685;3982;0;92703
Michigan;US;1300;20;0;1280
Minnesota;US;1129;33;0;1096
Minnesota;US;31777;372;0;31405
Minnesota;US;2929;40;0;2889
Minnesota;US;3209;48;0;3161
Minnesota;US;4292;88;0;4204
Minnesota;US;471;3;0;468
Minnesota;US;5545;33;0;5512
Minnesota;US;2227;35;0;2192
Minnesota;US;2891;43;0;2848
Minnesota;US;7150;39;0;7111
Minnesota;US;2120;24;0;2096
Minnesota;US;1337;33;0;1304
Minnesota;US;4673;38;0;4635
Minnesota;US;6665;84;0;6581
Minnesota;US;689;14;0;675
Minnesota;US;117;0;0;117
Minnesota;US;1303;18;0;1285
Minnesota;US;4945;79;0;4866
Minnesota;US;34166;364;0;33802
Minnesota;US;1432;4;0;1428
Minnesota;US;3824;66;0;3758
Minnesota;US;1122;16;0;1106
Minnesota;US;1307;8;0;1299
Minnesota;US;2614;23;0;2591
Minnesota;US;3667;64;0;3603
Minnesota;US;450;8;0;442
Minnesota;US;95801;1529;0;94272
Minnesota;US;1453;14;0;1439
Minnesota;US;1540;38;0;1502
Minnesota;US;2907;44;0;2863
Minnesota;US;2908;44;0;2864
Minnesota;US;887;10;0;877
Minnesota;US;1020;18;0;1002
Minnesota;US;5634;73;0;5561
Minnesota;US;385;21;0;364
Minnesota;US;612;11;0;601
Minnesota;US;664;16;0;648
Minnesota;US;675;16;0;659
Minnesota;US;204;1;0;203
Minnesota;US;2189;16;0;2173
Minnesota;US;494;2;0;492
Minnesota;US;3073;41;0;3032
Minnesota;US;422;7;0;415
Minnesota;US;708;15;0;693
Minnesota;US;1738;26;0;1712
Minnesota;US;3309;48;0;3261
Minnesota;US;2026;33;0;1993
Minnesota;US;2178;45;0;2133
Minnesota;US;3158;45;0;3113
Minnesota;US;3827;29;0;3798
Minnesota;US;928;8;0;920
Minnesota;US;2334;40;0;2294
Minnesota;US;3766;47;0;3719
Minnesota;US;428;8;0;420
Minnesota;US;11091;78;0;11013
Minnesota;US;4677;69;0;4608
Minnesota;US;1016;16;0;1000
Minnesota;US;2732;15;0;2717
Minnesota;US;982;24;0;958
Minnesota;US;3331;60;0;3271
Minnesota;US;753;5;0;748
Minnesota;US;41201;764;0;40437
Minnesota;US;323;4;0;319
Minnesota;US;1426;27;0;1399
Minnesota;US;1403;40;0;1363
Minnesota;US;6391;78;0;6313
Minnesota;US;1130;12;0;1118
Minnesota;US;1669;17;0;1652
Minnesota;US;12421;103;0;12318
Minnesota;US;8401;71;0;8330
Minnesota;US;1113;7;0;1106
Minnesota;US;14210;254;0;13956
Minnesota;US;18244;193;0;18051
Minnesota;US;2846;10;0;2836
Minnesota;US;711;8;0;703
Minnesota;US;862;18;0;844
Minnesota;US;2351;30;0;2321
Minnesota;US;283;4;0;279
Minnesota;US;411;68;0;343
Minnesota;US;1786;3;0;1783
Minnesota;US;1225;19;0;1206
Minnesota;US;1968;16;0;1952
Minnesota;US;20904;242;0;20662
Minnesota;US;1081;8;0;1073
Minnesota;US;643;10;0;633
Minnesota;US;4007;48;0;3959
Minnesota;US;11942;108;0;11834
Minnesota;US;954;17;0;937
Mississippi;US;2212;72;0;2140
Mississippi;US;2816;58;0;2758
Mississippi;US;1066;29;0;1037
Mississippi;US;2008;65;0;1943
Mississippi;US;892;23;0;869
Mississippi;US;4315;111;0;4204
Mississippi;US;1487;23;0;1464
Mississippi;US;1100;22;0;1078
Mississippi;US;1940;47;0;1893
Mississippi;US;663;14;0;649
Mississippi;US;920;26;0;894
Mississippi;US;1574;64;0;1510
Mississippi;US;1720;44;0;1676
Mississippi;US;2590;57;0;2533
Mississippi;US;2599;51;0;2548
Mississippi;US;2312;73;0;2239
Mississippi;US;18370;201;0;18169
Mississippi;US;6476;127;0;6349
Mississippi;US;722;19;0;703
Mississippi;US;2145;42;0;2103
Mississippi;US;1172;31;0;1141
Mississippi;US;2298;74;0;2224
Mississippi;US;3154;66;0;3088
Mississippi;US;15236;223;0;15013
Mississippi;US;17576;351;0;17225
Mississippi;US;1759;68;0;1691
Mississippi;US;876;25;0;851
Mississippi;US;162;6;0;156
Mississippi;US;2770;66;0;2704
Mississippi;US;11471;196;0;11275
Mississippi;US;1929;39;0;1890
Mississippi;US;590;23;0;567
Mississippi;US;926;31;0;895
Mississippi;US;7206;123;0;7083
Mississippi;US;839;21;0;818
Mississippi;US;5414;104;0;5310
Mississippi;US;5289;67;0;5222
Mississippi;US;6368;203;0;6165
Mississippi;US;1116;17;0;1099
Mississippi;US;2435;68;0;2367
Mississippi;US;9279;149;0;9130
Mississippi;US;3204;114;0;3090
Mississippi;US;3193;92;0;3101
Mississippi;US;5714;127;0;5587
Mississippi;US;8922;176;0;8746
Mississippi;US;2359;74;0;2285
Mississippi;US;3710;77;0;3633
Mississippi;US;3811;117;0;3694
Mississippi;US;1153;36;0;1117
Mississippi;US;3566;160;0;3406
Mississippi;US;2063;48;0;2015
Mississippi;US;1169;27;0;1142
Mississippi;US;4212;87;0;4125
Mississippi;US;4015;85;0;3930
Mississippi;US;3714;111;0;3603
Mississippi;US;1090;32;0;1058
Mississippi;US;2818;89;0;2729
Mississippi;US;3901;62;0;3839
Mississippi;US;2599;55;0;2544
Mississippi;US;741;11;0;730
Mississippi;US;11693;232;0;11461
Mississippi;US;2742;56;0;2686
Mississippi;US;478;17;0;461
Mississippi;US;2499;74;0;2425
Mississippi;US;1395;27;0;1368
Mississippi;US;1598;27;0;1571
Mississippi;US;3015;81;0;2934
Mississippi;US;1624;37;0;1587
Mississippi;US;2869;66;0;2803
Mississippi;US;2600;54;0;2546
Mississippi;US;2008;62;0;1946
Mississippi;US;923;22;0;901
Mississippi;US;0;0;0;0
Mississippi;US;3702;67;0;3635
Mississippi;US;1186;38;0;1148
Mississippi;US;3888;109;0;3779
Mississippi;US;5029;125;0;4904
Mississippi;US;2288;38;0;2250
Mississippi;US;1010;24;0;986
Mississippi;US;606;25;0;581
Mississippi;US;2125;72;0;2053
Mississippi;US;1304;36;0;1268
Mississippi;US;2673;57;0;2616
Missouri;US;1992;7;0;1985
Missouri;US;1251;17;0;1234
Missouri;US;288;6;0;282
Missouri;US;2017;50;0;1967
Missouri;US;2109;41;0;2068
Missouri;US;918;9;0;909
Missouri;US;1034;16;0;1018
Missouri;US;1387;20;0;1367
Missouri;US;1031;12;0;1019
Missouri;US;15328;61;0;15267
Missouri;US;6766;122;0;6644
Missouri;US;3230;24;0;3206
Missouri;US;617;8;0;609
Missouri;US;4268;34;0;4234
Missouri;US;3616;74;0;3542
Missouri;US;7240;110;0;7130
Missouri;US;790;18;0;772
Missouri;US;409;8;0;401
Missouri;US;6874;69;0;6805
Missouri;US;644;9;0;635
Missouri;US;403;3;0;400
Missouri;US;6584;63;0;6521
Missouri;US;442;6;0;436
Missouri;US;7490;124;0;7366
Missouri;US;1474;60;0;1414
Missouri;US;8355;104;0;8251
Missouri;US;1643;21;0;1622
Missouri;US;1990;24;0;1966
Missouri;US;410;12;0;398
Missouri;US;790;20;0;770
Missouri;US;563;10;0;553
Missouri;US;899;24;0;875
Missouri;US;802;11;0;791
Missouri;US;744;23;0;721
Missouri;US;2345;16;0;2329
Missouri;US;8032;131;0;7901
Missouri;US;842;33;0;809
Missouri;US;717;19;0;698
Missouri;US;22354;380;0;21974
Missouri;US;799;30;0;769
Missouri;US;797;12;0;785
Missouri;US;1653;28;0;1625
Missouri;US;459;10;0;449
Missouri;US;359;10;0;349
Missouri;US;694;4;0;690
Missouri;US;2737;41;0;2696
Missouri;US;461;1;0;460
Missouri;US;28420;308;0;28112
Missouri;US;11630;195;0;11435
Missouri;US;18231;170;0;18061
Missouri;US;3674;35;0;3639
Missouri;US;35622;440;0;35182
Missouri;US;172;2;0;170
Missouri;US;2829;58;0;2771
Missouri;US;2410;46;0;2364
Missouri;US;2641;61;0;2580
Missouri;US;621;3;0;618
Missouri;US;4088;24;0;4064
Missouri;US;525;10;0;515
Missouri;US;1271;32;0;1239
Missouri;US;1164;10;0;1154
Missouri;US;1331;13;0;1318
Missouri;US;519;7;0;512
Missouri;US;2584;36;0;2548
Missouri;US;1871;24;0;1847
Missouri;US;162;2;0;160
Missouri;US;2281;45;0;2236
Missouri;US;1221;21;0;1200
Missouri;US;1655;27;0;1628
Missouri;US;579;7;0;572
Missouri;US;550;10;0;540
Missouri;US;1591;36;0;1555
Missouri;US;1745;41;0;1704
Missouri;US;3932;60;0;3872
Missouri;US;2521;22;0;2499
Missouri;US;659;3;0;656
Missouri;US;1359;10;0;1349
Missouri;US;519;10;0;509
Missouri;US;1386;24;0;1362
Missouri;US;1992;22;0;1970
Missouri;US;4624;69;0;4555
Missouri;US;2885;107;0;2778
Missouri;US;1451;17;0;1434
Missouri;US;2927;36;0;2891
Missouri;US;2071;25;0;2046
Missouri;US;2917;34;0;2883
Missouri;US;217;2;0;215
Missouri;US;737;10;0;727
Missouri;US;1788;24;0;1764
Missouri;US;1408;19;0;1389
Missouri;US;256;3;0;253
Missouri;US;789;10;0;779
Missouri;US;2334;30;0;2304
Missouri;US;262;1;0;261
Missouri;US;240;3;0;237
Missouri;US;3671;71;0;3600
Missouri;US;459;10;0;449
Missouri;US;347;5;0;342
Missouri;US;31548;344;0;31204
Missouri;US;560;6;0;554
Missouri;US;7364;83;0;7281
Missouri;US;83508;1686;0;81822
Missouri;US;20260;351;0;19909
Missouri;US;1571;12;0;1559
Missouri;US;2229;35;0;2194
Missouri;US;1931;32;0;1899
Missouri;US;740;13;0;727
Missouri;US;4413;68;0;4345
Missouri;US;1499;21;0;1478
Missouri;US;0;0;0;0
Missouri;US;1328;32;0;1296
Missouri;US;1988;12;0;1976
Missouri;US;2069;41;0;2028
Missouri;US;789;9;0;780
Missouri;US;2929;46;0;2883
Missouri;US;137;1;0;136
Missouri;US;1329;24;0;1305
Montana;US;851;8;0;843
Montana;US;2251;69;0;2182
Montana;US;670;24;0;646
Montana;US;366;3;0;363
Montana;US;776;11;0;765
Montana;US;139;5;0;134
Montana;US;7278;141;0;7137
Montana;US;442;5;0;437
Montana;US;1122;14;0;1108
Montana;US;189;6;0;183
Montana;US;1033;28;0;1005
Montana;US;977;10;0;967
Montana;US;272;2;0;270
Montana;US;985;19;0;966
Montana;US;10153;74;0;10079
Montana;US;11366;46;0;11320
Montana;US;75;2;0;73
Montana;US;1465;29;0;1436
Montana;US;51;2;0;49
Montana;US;187;2;0;185
Montana;US;1823;39;0;1784
Montana;US;944;7;0;937
Montana;US;84;1;0;83
Montana;US;1800;26;0;1774
Montana;US;5895;60;0;5835
Montana;US;106;1;0;105
Montana;US;1398;9;0;1389
Montana;US;638;7;0;631
Montana;US;160;0;0;160
Montana;US;116;7;0;109
Montana;US;213;0;0;213
Montana;US;7704;80;0;7624
Montana;US;292;8;0;284
